gender_Female,gender_Male,job_Argiculture,job_Entertainment,job_Financial Services,job_Health,job_IT,job_Manufacturing,job_Property,job_Retail,car_No,state_NSW,state_QLD,age,wealth_segment,tenure,property_valuation,profit
1,0,0,0,0,0,0,0,0,0,0,0,0,57,1,10.0,8,288.515
1,0,0,0,0,0,0,0,0,0,1,0,1,50,3,10.0,7,739.9133333333333
1,0,0,0,0,0,0,0,0,0,1,0,1,32,2,21.0,9,365.85
1,0,0,0,0,0,0,1,0,0,0,0,1,58,2,19.0,3,630.458
0,1,0,0,0,0,0,1,0,0,1,1,0,43,3,13.0,12,910.5350000000001
0,1,0,0,0,0,0,0,0,0,0,1,0,57,1,5.0,7,457.3933333333334
1,0,0,0,0,0,0,0,0,0,0,1,0,22,1,7.0,10,623.72
1,0,0,0,0,0,0,1,0,0,0,0,1,43,1,14.0,5,386.51599999999996
0,1,0,0,1,0,0,0,0,0,0,1,0,33,3,14.0,10,412.01249999999993
0,0,0,0,0,0,1,0,0,0,0,1,0,39,1,10.0,8,539.7560000000001
0,1,0,0,1,0,0,0,0,0,0,1,0,39,1,18.0,7,292.19499999999994
1,0,0,0,1,0,0,0,0,0,1,0,0,22,2,3.0,11,496.05999999999995
0,1,0,0,1,0,0,0,0,0,1,0,1,39,2,10.0,1,501.5342857142858
1,0,0,0,0,0,0,0,0,1,1,1,0,23,2,1.0,11,441.96000000000004
1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,2.0,9,1020.435
0,1,1,0,0,0,0,0,0,0,1,0,0,21,2,5.0,7,840.3333333333334
0,0,0,0,0,0,1,0,0,0,1,0,0,39,1,10.0,3,410.2625
0,1,0,0,0,0,0,0,0,0,1,1,0,52,2,17.0,8,397.4649999999999
0,1,0,0,0,1,0,0,0,0,0,1,0,51,2,9.0,6,632.528
0,1,0,0,0,0,0,0,0,1,0,1,0,22,1,7.0,8,527.6125000000001
1,0,0,0,0,0,0,1,0,0,0,1,0,23,1,6.0,9,309.81999999999994
0,1,0,0,0,1,0,0,0,0,1,0,0,57,1,19.0,8,471.28833333333336
1,0,1,0,0,0,0,0,0,0,0,1,0,55,3,11.0,9,481.80999999999995
0,1,0,0,0,0,0,0,0,1,0,0,0,41,3,13.0,1,810.9150000000001
1,0,0,0,1,0,0,0,0,0,0,1,0,53,3,10.0,5,553.2655555555556
1,0,0,0,0,0,0,0,1,0,1,1,0,31,1,9.0,12,688.8866666666668
0,1,0,0,0,1,0,0,0,0,1,1,0,24,2,1.0,10,451.736
1,0,0,0,0,0,1,0,0,0,0,0,1,43,2,19.0,6,432.52666666666664
0,1,0,0,1,0,0,0,0,0,1,1,0,29,1,15.0,9,543.0322222222223
0,1,0,0,1,0,0,0,0,0,0,0,0,28,1,2.0,7,826.7266666666668
1,0,0,0,0,0,0,0,1,0,1,0,1,48,1,8.0,5,357.78599999999994
0,1,0,0,0,0,0,1,0,0,1,1,0,40,2,7.0,12,480.47333333333336
1,0,0,0,0,0,0,1,0,0,0,1,0,48,3,8.0,9,110.56
0,1,0,0,0,0,0,0,0,0,1,0,0,43,1,8.0,7,594.5254545454546
1,0,0,0,0,0,0,1,0,0,0,0,0,17,3,1.0,6,419.25142857142856
0,1,0,0,0,0,0,0,0,0,1,1,0,40,2,17.0,12,518.4625
1,0,1,0,0,0,0,0,0,0,1,1,0,62,3,11.0,9,810.6525
0,1,0,0,0,0,0,1,0,0,1,0,1,41,2,21.0,7,512.32375
1,0,0,0,0,0,0,1,0,0,1,0,1,44,1,7.0,9,629.4749999999999
1,0,0,0,0,0,0,0,0,0,1,0,1,29,1,6.0,3,447.23428571428565
1,0,0,0,0,0,0,0,1,0,1,1,0,54,2,4.0,8,718.7233333333334
1,0,0,0,1,0,0,0,0,0,1,1,0,41,1,12.0,3,158.6625
0,0,0,0,0,0,1,0,0,0,1,0,1,39,1,10.0,1,601.3125
1,0,0,0,0,0,0,0,0,0,0,0,1,62,3,16.0,5,419.1599999999999
0,1,0,0,0,0,0,0,0,1,1,1,0,52,3,17.0,9,1137.8971428571426
1,0,0,0,0,1,0,0,0,0,0,1,0,56,1,19.0,7,653.0250000000001
0,1,0,0,0,0,0,1,0,0,1,1,0,58,3,16.0,9,84.225
0,1,0,0,1,0,0,0,0,0,1,1,0,18,1,1.0,12,811.7250000000001
1,0,0,0,0,1,0,0,0,0,1,1,0,58,2,14.0,9,408.428
1,0,0,0,0,0,0,1,0,0,1,0,1,16,1,1.0,9,356.24166666666656
1,0,0,0,0,0,0,0,0,1,1,1,0,29,2,17.0,5,409.955
1,0,1,0,0,0,0,0,0,0,0,1,0,63,1,19.0,8,392.81600000000003
1,0,1,0,0,0,0,0,0,0,1,0,1,40,1,18.0,9,692.315
0,1,0,0,0,0,0,0,0,0,1,0,0,42,3,19.0,6,385.82727272727277
1,0,0,1,0,0,0,0,0,0,0,0,0,50,1,11.0,8,645.2214285714286
1,0,0,1,0,0,0,0,0,0,0,0,0,23,1,8.0,12,381.95000000000005
0,1,0,0,0,0,1,0,0,0,1,1,0,21,2,5.0,10,542.6433333333332
0,1,0,1,0,0,0,0,0,0,0,1,0,45,3,15.0,9,611.3241666666667
1,0,0,0,1,0,0,0,0,0,1,1,0,55,1,9.0,7,169.748
1,0,0,0,0,0,0,0,0,0,1,0,0,43,3,10.0,5,377.7766666666666
1,0,0,0,0,0,0,1,0,0,0,0,0,58,2,5.0,6,466.24285714285725
0,1,0,0,1,0,0,0,0,0,0,0,0,50,1,17.0,5,829.6283333333332
0,1,0,0,0,0,0,1,0,0,0,1,0,56,3,7.0,11,486.54
1,0,0,0,0,0,0,0,0,1,0,0,1,39,2,18.0,4,723.826
1,0,0,0,0,0,0,1,0,0,1,0,1,30,2,14.0,7,252.41666666666663
0,1,0,0,0,0,0,0,0,0,1,1,0,37,1,14.0,10,601.9733333333332
0,1,0,0,0,0,0,1,0,0,1,1,0,32,3,12.0,8,654.1285714285714
0,1,0,0,0,1,0,0,0,0,1,0,0,40,1,15.0,3,268.41249999999997
1,0,0,0,0,0,0,1,0,0,0,0,1,53,1,12.0,3,717.44625
0,1,0,0,1,0,0,0,0,0,0,0,1,50,3,19.0,3,488.2739999999999
0,1,0,0,1,0,0,0,0,0,0,0,1,40,3,11.0,4,1108.7325
0,1,0,0,1,0,0,0,0,0,0,1,0,24,2,1.0,10,173.17166666666662
1,0,0,0,0,1,0,0,0,0,0,1,0,62,1,13.0,11,609.9300000000001
0,1,0,0,0,0,0,1,0,0,0,1,0,44,1,19.0,8,645.0357142857143
1,0,0,0,1,0,0,0,0,0,0,0,0,53,2,12.0,11,938.2900000000002
1,0,0,1,0,0,0,0,0,0,0,0,1,30,3,5.0,8,397.7142857142857
0,1,1,0,0,0,0,0,0,0,0,1,0,40,3,20.0,10,322.7371428571428
0,1,1,0,0,0,0,0,0,0,1,1,0,22,2,2.0,11,559.0266666666666
0,1,0,0,1,0,0,0,0,0,1,1,0,40,1,8.0,8,611.17
0,1,0,0,0,0,0,0,0,0,0,0,0,33,1,4.0,8,533.075
1,0,0,0,0,0,0,0,0,0,1,0,0,42,1,12.0,4,558.0516666666667
0,1,0,0,1,0,0,0,0,0,1,1,0,39,1,6.0,12,653.2699999999999
1,0,0,0,0,0,0,1,0,0,1,0,0,39,2,7.0,10,356.5
1,0,0,0,0,0,0,1,0,0,1,1,0,39,1,6.0,1,639.9433333333334
0,1,0,0,0,0,0,1,0,0,1,1,0,41,1,9.0,3,742.8249999999999
0,1,0,0,0,0,0,0,0,1,0,0,0,59,1,5.0,8,679.5433333333333
0,1,0,0,0,0,0,1,0,0,1,1,0,39,3,7.0,9,737.102857142857
0,1,0,0,0,0,0,0,0,0,1,1,0,43,1,13.0,9,440.57499999999993
1,0,0,0,0,0,0,1,0,0,1,0,0,39,2,18.0,6,814.415
1,0,0,0,0,0,0,0,0,0,0,0,0,30,1,17.0,6,576.0844444444444
1,0,0,0,0,0,0,0,0,0,0,0,0,39,3,17.0,1,711.89
0,1,0,1,0,0,0,0,0,0,0,0,0,46,1,18.0,7,564.4525
1,0,0,0,0,0,0,0,0,1,1,1,0,48,1,4.0,10,126.90500000000002
0,1,0,0,0,0,0,1,0,0,0,0,0,49,2,5.0,10,685.9019999999998
1,0,0,0,0,0,0,1,0,0,0,1,0,60,3,11.0,8,673.43375
1,0,0,0,0,0,1,0,0,0,0,1,0,27,3,12.0,7,471.11800000000005
1,0,0,0,0,0,0,1,0,0,0,0,1,41,1,17.0,6,753.1560000000001
1,0,0,0,0,0,0,1,0,0,0,1,0,50,1,8.0,7,578.1400000000001
1,0,0,0,0,1,0,0,0,0,0,1,0,37,3,4.0,10,431.4428571428571
0,1,0,0,0,0,0,0,0,0,1,1,0,39,3,20.0,1,1087.39
1,0,0,0,0,0,0,0,0,1,1,0,1,57,1,18.0,7,280.0972727272727
1,0,0,0,0,0,0,0,0,0,1,0,0,20,1,3.0,9,690.49
0,1,0,0,0,0,0,1,0,0,1,1,0,25,1,2.0,12,981.622222222222
1,0,0,0,0,0,0,0,0,0,1,1,0,31,2,3.0,6,489.3374999999999
1,0,0,0,0,0,0,0,0,1,1,0,1,29,1,10.0,5,1261.0416666666667
1,0,0,0,1,0,0,0,0,0,0,0,1,40,3,9.0,7,405.85749999999996
1,0,0,0,0,0,0,0,0,0,1,0,1,44,2,9.0,9,626.0285714285714
1,0,0,0,1,0,0,0,0,0,0,0,1,23,3,8.0,4,555.0649999999999
0,1,0,0,0,0,0,1,0,0,0,1,0,44,1,14.0,6,436.78999999999996
0,1,0,0,0,0,0,1,0,0,0,0,0,25,2,4.0,10,701.895
0,1,1,0,0,0,0,0,0,0,0,1,0,60,3,7.0,9,429.338
0,1,0,0,0,0,0,0,0,1,0,0,1,58,3,19.0,8,653.5433333333334
0,1,0,0,1,0,0,0,0,0,1,1,0,40,2,21.0,10,811.5260000000001
0,1,0,0,1,0,0,0,0,0,0,0,1,51,3,16.0,4,251.30333333333328
0,1,0,0,0,1,0,0,0,0,1,0,1,63,2,10.0,1,459.32166666666666
0,1,0,0,0,0,0,1,0,0,1,1,0,50,3,5.0,8,273.4842857142857
0,1,0,0,0,0,0,0,0,0,1,1,0,45,3,17.0,12,937.106
0,1,0,0,0,0,0,0,0,0,0,1,0,60,2,12.0,8,716.9971428571429
0,1,0,0,0,0,0,1,0,0,1,1,0,53,2,10.0,9,675.8083333333334
1,0,0,0,0,1,0,0,0,0,1,0,1,26,1,6.0,6,636.9633333333334
1,0,0,0,0,0,0,1,0,0,0,1,0,48,1,17.0,12,478.57000000000005
0,1,0,0,0,1,0,0,0,0,0,1,0,35,3,11.0,8,775.4755555555556
1,0,0,0,0,0,1,0,0,0,1,1,0,39,2,18.0,9,608.69
1,0,0,0,0,0,1,0,0,0,0,0,0,52,2,8.0,9,846.5319999999999
1,0,0,0,0,1,0,0,0,0,0,1,0,15,1,1.0,10,822.01
0,1,0,0,0,0,0,0,0,1,1,1,0,44,2,11.0,7,742.108
0,1,0,0,1,0,0,0,0,0,1,0,1,45,1,7.0,7,745.6399999999999
0,1,0,0,0,0,0,0,0,1,0,1,0,27,1,19.0,8,577.8857142857144
1,0,0,0,0,0,0,0,0,1,0,1,0,22,3,2.0,10,160.96399999999997
0,1,0,0,0,0,0,0,0,0,1,0,1,49,1,5.0,4,519.5957142857143
0,1,0,0,0,0,0,1,0,0,0,0,0,41,3,17.0,8,476.9124999999999
1,0,0,0,0,0,0,1,0,0,1,0,0,42,1,15.0,11,108.226
0,1,0,0,0,0,0,0,0,0,1,0,1,22,3,1.0,5,803.8866666666667
1,0,0,0,0,0,0,0,0,0,0,0,1,20,1,1.0,3,357.4814285714286
1,0,0,0,0,0,0,1,0,0,0,0,1,38,2,12.0,9,797.8916666666668
0,1,0,0,0,0,0,0,0,1,0,0,0,20,2,4.0,1,406.108
0,1,0,0,1,0,0,0,0,0,0,0,1,37,2,19.0,6,254.30999999999997
0,1,1,0,0,0,0,0,0,0,1,0,1,40,2,8.0,6,829.8728571428571
1,0,0,0,1,0,0,0,0,0,0,0,0,53,1,4.0,9,426.82
0,1,0,0,0,0,0,0,0,0,0,0,0,44,3,4.0,7,1024.7150000000001
1,0,0,0,0,0,1,0,0,0,0,1,0,39,3,14.0,1,534.91
1,0,0,0,0,0,0,1,0,0,1,1,0,64,2,15.0,6,537.0811111111111
0,1,0,0,0,0,0,0,0,1,1,1,0,29,1,22.0,4,492.97499999999997
0,1,0,0,0,1,0,0,0,0,1,1,0,43,3,18.0,8,253.51749999999993
1,0,0,0,1,0,0,0,0,0,0,1,0,54,3,6.0,8,620.9283333333333
1,0,1,0,0,0,0,0,0,0,0,1,0,33,2,13.0,7,576.1333333333333
1,0,0,0,0,0,0,0,1,0,0,1,0,58,3,14.0,2,302.48333333333335
0,1,0,0,0,0,0,1,0,0,1,0,1,37,1,3.0,7,344.555
0,1,0,0,0,0,0,1,0,0,1,1,0,25,3,7.0,2,365.1122222222222
1,0,0,0,0,1,0,0,0,0,0,1,0,44,1,17.0,6,250.34846153846152
0,1,0,0,1,0,0,0,0,0,1,0,1,49,1,5.0,6,281.02124999999995
1,0,0,0,0,1,0,0,0,0,0,0,0,64,1,12.0,8,513.6099999999999
0,1,0,0,0,0,0,0,0,1,0,1,0,22,3,7.0,4,649.4
1,0,1,0,0,0,0,0,0,0,0,1,0,44,2,8.0,4,729.6071428571428
0,0,0,0,0,0,1,0,0,0,1,1,0,39,2,10.0,8,618.55
0,1,1,0,0,0,0,0,0,0,0,0,1,57,1,19.0,8,460.3125
0,1,0,0,1,0,0,0,0,0,1,1,0,29,1,13.0,1,90.09999999999997
1,0,0,0,0,0,0,0,0,0,1,1,0,35,1,17.0,9,64.50999999999999
1,0,0,0,0,0,0,0,0,0,0,0,0,48,3,5.0,7,526.9533333333334
0,1,0,0,0,1,0,0,0,0,1,0,0,47,1,9.0,9,769.6550000000001
1,0,0,0,0,0,0,0,0,0,0,1,0,52,1,14.0,9,587.2266666666667
1,0,0,0,0,0,0,0,0,0,0,0,1,35,1,7.0,7,369.22285714285715
0,1,0,0,1,0,0,0,0,0,0,0,1,60,3,10.0,5,982.2180000000001
1,0,0,0,0,0,0,1,0,0,0,0,0,42,2,8.0,10,731.626
0,1,0,0,0,0,0,1,0,0,0,1,0,40,3,13.0,9,439.73999999999995
1,0,0,0,0,1,0,0,0,0,1,0,0,31,2,20.0,7,318.72666666666663
0,1,0,0,0,0,0,1,0,0,1,0,0,21,3,3.0,1,485.774
0,1,0,0,0,1,0,0,0,0,1,0,1,44,2,6.0,5,128.0233333333333
1,0,0,1,0,0,0,0,0,0,0,0,0,40,2,3.0,7,541.0587499999999
0,1,0,0,0,0,0,1,0,0,1,1,0,37,2,18.0,11,489.41888888888894
0,1,0,0,0,0,0,0,0,0,0,1,0,54,2,14.0,10,406.6566666666667
0,1,0,0,0,0,0,0,0,0,1,1,0,43,1,9.0,8,594.7883333333334
1,0,0,0,0,0,0,1,0,0,0,0,0,53,1,12.0,1,444.2175
0,1,0,0,0,1,0,0,0,0,1,1,0,43,1,19.0,3,673.1771428571428
0,0,0,0,0,0,1,0,0,0,0,0,1,39,1,10.0,2,753.5
0,1,0,0,0,0,0,0,0,0,0,0,1,25,1,8.0,3,100.77499999999999
1,0,0,0,0,0,0,1,0,0,0,0,1,40,3,8.0,6,814.8525000000001
0,1,0,1,0,0,0,0,0,0,1,0,1,25,1,2.0,8,782.5475
0,1,0,0,1,0,0,0,0,0,1,1,0,30,3,19.0,9,584.3987500000001
0,1,0,0,1,0,0,0,0,0,0,1,0,32,2,13.0,11,119.26333333333326
0,1,1,0,0,0,0,0,0,0,0,0,0,37,3,8.0,8,269.15
0,1,0,0,0,0,0,0,0,0,0,1,0,39,3,9.0,9,236.68999999999994
0,1,0,0,0,0,0,0,0,0,1,1,0,58,1,8.0,9,312.6015384615385
1,0,0,0,0,0,0,0,0,0,0,1,0,54,2,18.0,8,441.6455555555556
1,0,0,1,0,0,0,0,0,0,1,1,0,53,1,11.0,7,485.0679999999999
1,0,0,0,0,0,0,1,0,0,1,1,0,63,1,7.0,7,512.3871428571429
0,1,0,0,0,0,0,1,0,0,0,1,0,54,2,19.0,6,424.1266666666667
0,1,0,0,0,0,0,1,0,0,0,0,0,17,1,2.0,6,564.355
1,0,0,0,0,1,0,0,0,0,0,0,1,43,1,9.0,8,288.28
1,0,0,0,1,0,0,0,0,0,1,0,0,39,3,12.0,12,557.1114285714286
0,1,0,0,0,0,0,1,0,0,1,1,0,50,2,5.0,9,567.2766666666666
0,1,0,0,0,0,0,0,0,0,1,1,0,37,1,11.0,9,405.3066666666666
0,1,0,0,0,1,0,0,0,0,0,0,1,23,2,3.0,3,316.7975
0,1,0,0,0,0,0,0,1,0,1,0,0,40,2,4.0,10,507.9910000000001
1,0,0,0,0,0,0,0,0,0,1,1,0,32,1,22.0,11,272.67749999999995
0,1,0,0,0,1,0,0,0,0,0,0,1,39,1,16.0,9,434.9024999999999
0,1,0,0,0,0,0,0,0,0,0,0,1,39,1,10.0,8,672.515
1,0,0,0,0,0,0,0,0,0,0,1,0,57,1,15.0,11,1120.5566666666666
0,1,0,0,0,0,0,0,0,1,0,1,0,40,1,22.0,4,379.34499999999997
0,1,1,0,0,0,0,0,0,0,0,0,1,19,1,4.0,8,914.235
1,0,0,0,1,0,0,0,0,0,0,0,1,53,2,9.0,7,706.5533333333333
0,1,0,0,0,0,0,0,0,1,0,1,0,44,1,3.0,9,418.73400000000004
0,1,0,0,1,0,0,0,0,0,1,1,0,24,3,3.0,10,260.76
1,0,0,0,0,0,0,1,0,0,0,1,0,32,2,17.0,9,955.3516666666668
1,0,0,1,0,0,0,0,0,0,1,0,1,23,1,1.0,3,362.006
0,1,0,0,0,0,1,0,0,0,0,0,0,56,1,19.0,8,437.26
0,1,0,0,0,0,0,1,0,0,1,0,0,35,1,7.0,10,457.56000000000006
1,0,0,0,0,0,0,1,0,0,0,0,0,19,1,4.0,5,687.5699999999999
0,1,0,0,0,0,1,0,0,0,0,1,0,28,1,2.0,8,698.1399999999999
1,0,0,0,1,0,0,0,0,0,1,1,0,37,3,5.0,10,842.9224999999999
0,1,0,0,0,0,0,0,0,0,0,1,0,59,1,15.0,9,320.266
1,0,0,0,0,1,0,0,0,0,1,0,1,52,2,4.0,9,39.57999999999997
1,0,0,0,0,0,0,1,0,0,1,0,0,42,1,11.0,7,288.60499999999996
1,0,0,0,0,0,0,1,0,0,0,1,0,40,1,5.0,8,520.0625
1,0,0,0,0,1,0,0,0,0,1,0,0,62,1,16.0,9,83.38999999999997
0,1,0,0,0,0,0,1,0,0,0,0,1,57,1,11.0,2,908.3679999999998
0,1,0,0,0,1,0,0,0,0,0,1,0,25,3,7.0,8,602.79875
0,1,0,0,0,0,0,0,0,0,1,1,0,31,2,12.0,10,763.9900000000001
1,0,0,0,1,0,0,0,0,0,0,1,0,49,3,16.0,2,492.39624999999995
1,0,0,1,0,0,0,0,0,0,0,0,1,54,2,18.0,4,765.4499999999999
0,1,0,0,0,1,0,0,0,0,0,1,0,18,1,1.0,10,1036.5828571428572
1,0,0,0,0,0,0,0,0,0,0,1,0,39,1,16.0,10,380.75714285714287
1,0,0,0,0,0,0,0,0,1,1,1,0,36,1,16.0,8,406.11499999999995
0,1,0,0,0,1,0,0,0,0,1,1,0,61,2,8.0,12,237.26999999999998
0,1,0,0,0,0,0,0,1,0,1,0,0,60,1,8.0,5,750.8
1,0,0,0,0,0,0,0,1,0,0,1,0,44,3,17.0,6,414.90999999999997
0,0,0,0,1,0,0,0,0,0,1,1,0,39,3,10.0,8,355.79999999999995
0,1,0,0,0,1,0,0,0,0,0,1,0,24,1,8.0,10,825.608
1,0,0,0,0,0,0,1,0,0,0,1,0,22,1,3.0,10,665.8890000000002
0,1,0,0,0,0,0,0,0,0,0,1,0,37,3,3.0,9,316.5799999999999
1,0,0,0,0,0,0,1,0,0,1,0,0,31,3,11.0,6,653.715
1,0,0,0,0,0,0,0,0,0,0,0,1,48,1,11.0,9,349.0983333333333
0,1,0,0,0,0,0,1,0,0,1,0,1,32,1,4.0,8,360.7757142857143
0,1,0,0,0,0,0,0,0,0,1,1,0,21,1,5.0,11,570.994
0,1,0,0,0,0,0,1,0,0,1,0,0,42,3,21.0,7,678.9575
1,0,0,0,0,0,0,1,0,0,0,0,1,55,1,7.0,10,346.33428571428567
0,0,0,0,0,0,1,0,0,0,0,1,0,39,3,10.0,8,333.0
1,0,0,0,0,0,0,1,0,0,0,1,0,40,1,3.0,4,668.4837500000001
1,0,0,0,1,0,0,0,0,0,1,1,0,46,1,12.0,6,545.82
1,0,0,0,0,0,0,1,0,0,0,0,1,55,3,8.0,7,107.18499999999997
0,1,0,0,0,0,0,1,0,0,0,1,0,54,2,10.0,1,581.934
1,0,0,0,0,0,0,1,0,0,1,0,0,39,3,17.0,10,674.6383333333333
1,0,0,0,0,0,0,0,1,0,0,1,0,18,3,2.0,4,451.122
0,1,0,0,0,0,0,1,0,0,0,1,0,47,1,15.0,8,1150.4524999999999
0,1,0,0,1,0,0,0,0,0,0,0,1,24,1,3.0,2,368.285
1,0,0,0,0,1,0,0,0,0,0,1,0,57,2,19.0,8,336.7642857142857
0,1,0,0,0,0,0,1,0,0,0,1,0,43,3,7.0,11,433.75999999999993
0,1,0,0,0,0,0,1,0,0,0,1,0,39,3,12.0,12,186.8266666666667
1,0,0,0,0,1,0,0,0,0,1,1,0,45,3,4.0,8,542.86
1,0,0,0,0,1,0,0,0,0,0,1,0,22,2,19.0,8,664.3722222222223
1,0,0,0,0,0,0,1,0,0,0,1,0,27,1,8.0,10,611.6171428571428
1,0,0,0,0,1,0,0,0,0,1,1,0,43,2,7.0,9,495.1000000000001
1,0,0,0,0,0,0,0,0,1,0,1,0,19,2,1.0,11,398.48166666666674
0,1,0,0,1,0,0,0,0,0,0,1,0,22,2,6.0,11,786.9366666666666
0,1,0,0,1,0,0,0,0,0,1,1,0,54,2,12.0,11,333.6485714285714
1,0,0,1,0,0,0,0,0,0,1,0,1,64,3,17.0,2,702.8711111111111
1,0,0,0,0,0,0,0,1,0,0,0,0,46,2,14.0,8,708.5199999999999
0,0,0,0,0,0,1,0,0,0,0,1,0,39,3,10.0,10,45.11
0,1,0,0,0,0,1,0,0,0,1,1,0,35,2,7.0,7,791.034
0,1,0,0,0,0,0,0,0,0,1,1,0,46,3,10.0,7,513.278
1,0,0,0,0,0,1,0,0,0,0,0,1,17,1,2.0,3,593.0683333333334
0,1,0,0,0,0,0,0,0,0,0,0,1,35,1,3.0,9,545.8875
1,0,0,0,0,0,0,0,1,0,0,1,0,30,1,7.0,7,861.8599999999999
0,1,0,0,0,0,0,0,0,0,1,1,0,53,3,10.0,10,462.46428571428567
1,0,0,0,0,0,0,0,0,1,0,1,0,41,2,18.0,8,521.1899999999999
0,1,0,0,0,0,0,1,0,0,1,0,1,25,1,7.0,8,461.81222222222226
0,1,0,0,0,0,0,0,1,0,1,0,0,56,3,15.0,7,1155.585
0,1,0,0,0,0,0,0,0,0,1,0,0,30,1,12.0,8,499.5875
0,1,0,0,0,0,0,0,1,0,0,1,0,34,1,9.0,8,489.38
0,1,0,0,0,1,0,0,0,0,1,1,0,46,3,10.0,10,636.96
1,0,0,0,0,0,0,1,0,0,1,1,0,43,1,8.0,11,406.3766666666666
0,1,0,0,0,1,0,0,0,0,1,1,0,38,1,19.0,7,468.64333333333326
1,0,0,0,0,0,0,0,0,0,1,1,0,40,1,17.0,10,564.1866666666666
0,1,0,0,0,0,1,0,0,0,1,1,0,28,1,6.0,3,735.2674999999999
1,0,0,0,1,0,0,0,0,0,0,0,0,58,1,5.0,2,801.7925000000001
1,0,0,0,0,0,1,0,0,0,0,1,0,39,3,7.0,8,523.6200000000001
0,1,0,0,0,0,0,0,0,1,0,0,1,48,2,12.0,9,682.0250000000001
0,1,0,0,1,0,0,0,0,0,1,1,0,60,1,17.0,9,633.3100000000001
0,1,0,0,0,1,0,0,0,0,1,0,0,49,1,17.0,4,668.7266666666668
1,0,0,0,0,0,0,0,0,0,1,0,1,40,1,7.0,6,694.448
1,0,0,0,0,1,0,0,0,0,0,1,0,19,1,1.0,12,795.49
1,0,0,0,1,0,0,0,0,0,1,1,0,33,3,15.0,11,533.45875
1,0,0,0,0,0,0,0,0,0,0,1,0,58,1,13.0,8,1020.9744444444445
1,0,0,0,1,0,0,0,0,0,0,0,1,42,2,21.0,7,976.255
1,0,0,0,1,0,0,0,0,0,1,1,0,57,3,13.0,8,891.6666666666666
0,1,0,0,0,0,0,1,0,0,1,1,0,55,3,5.0,8,506.54400000000004
1,0,0,0,0,0,0,0,0,0,0,1,0,63,1,5.0,10,524.85
1,0,0,0,0,0,0,1,0,0,1,1,0,58,2,20.0,12,1023.4433333333333
0,1,0,0,0,0,0,0,0,1,0,0,1,62,1,8.0,3,334.4322222222222
0,1,0,0,1,0,0,0,0,0,0,0,1,39,2,11.0,7,823.5299999999999
0,1,0,0,0,0,0,1,0,0,0,1,0,22,1,22.0,11,750.175
0,1,0,0,0,0,0,0,0,1,1,1,0,37,3,7.0,3,618.181111111111
1,0,0,0,0,0,0,0,1,0,1,1,0,31,3,22.0,8,514.23
1,0,0,0,0,0,0,1,0,0,0,0,0,58,2,15.0,8,834.4966666666666
1,0,1,0,0,0,0,0,0,0,1,0,1,39,3,7.0,1,519.2828571428571
1,0,0,0,0,0,0,0,0,0,1,0,0,40,3,12.0,10,375.06
1,0,0,0,1,0,0,0,0,0,1,0,0,58,1,17.0,9,534.1036363636364
1,0,0,0,0,0,0,1,0,0,1,0,1,34,3,4.0,4,644.6233333333334
0,1,0,0,0,0,0,0,0,1,1,0,1,41,1,18.0,7,693.0820000000001
0,1,0,0,0,1,0,0,0,0,1,0,0,54,2,16.0,12,364.6
0,1,0,0,0,1,0,0,0,0,0,0,1,48,1,18.0,3,665.408
0,1,0,0,0,0,0,0,0,1,0,1,0,39,1,12.0,9,517.9725
0,1,0,0,0,1,0,0,0,0,0,1,0,48,3,12.0,9,451.85800000000006
0,1,0,0,0,1,0,0,0,0,1,1,0,38,1,17.0,10,467.97499999999997
1,0,0,0,0,0,0,0,0,0,1,1,0,61,3,8.0,1,786.7760000000001
0,0,0,0,0,0,1,0,0,0,0,0,1,39,1,10.0,7,979.995
1,0,0,0,0,0,0,0,0,0,1,1,0,36,1,8.0,7,714.861111111111
1,0,0,0,0,0,0,0,0,0,1,0,0,39,1,10.0,10,512.5771428571428
1,0,0,0,1,0,0,0,0,0,0,0,0,57,1,9.0,9,318.2184615384615
1,0,0,0,0,0,0,1,0,0,0,0,0,43,3,10.0,8,312.04166666666663
1,0,0,0,0,0,0,1,0,0,1,0,1,44,1,8.0,4,575.6350000000001
1,0,0,0,0,0,0,1,0,0,0,0,0,48,1,5.0,9,697.02125
1,0,0,0,1,0,0,0,0,0,0,0,1,25,1,7.0,8,809.9066666666666
1,0,0,0,0,0,0,1,0,0,1,1,0,28,1,3.0,9,395.288
1,0,0,0,0,0,0,0,0,0,1,1,0,61,3,11.0,10,897.61
1,0,0,0,0,0,0,0,0,0,1,1,0,58,3,17.0,11,575.8133333333334
1,0,0,0,1,0,0,0,0,0,1,1,0,45,1,13.0,12,506.392
1,0,0,0,0,1,0,0,0,0,0,1,0,38,2,19.0,1,414.73857142857145
1,0,0,0,0,0,0,0,0,0,1,1,0,37,1,4.0,3,456.26444444444445
1,0,0,0,0,0,1,0,0,0,0,0,1,31,1,17.0,2,164.86999999999998
1,0,0,0,0,1,0,0,0,0,1,0,0,61,1,11.0,7,732.1166666666668
0,1,0,0,1,0,0,0,0,0,1,1,0,20,3,1.0,7,316.52666666666664
0,1,0,0,0,0,1,0,0,0,0,0,0,48,1,15.0,7,324.822
0,1,0,0,1,0,0,0,0,0,0,0,1,48,1,14.0,7,487.85833333333335
